-0.3536116	0.0	-0.35349515	0.0	2.2057094e-08	0.0	6.927551e-09	0.0	7.0320314e-09	0.0	2.2090159e-08	0.0
-9.765721e-08	0.0	9.230554e-08	0.0	-3.4854356e-08	0.0	-1.8675928e-08	0.0	1.346073e-08	0.0	2.8760462e-08	0.0
-0.35361177	0.0	-0.35349518	0.0	3.51603e-08	0.0	3.7562742e-08	0.0	2.7406365e-08	0.0	1.9241284e-08	0.0
-1.6703495e-08	0.0	1.2345865e-08	0.0	-3.7606195e-08	0.0	-2.243376e-08	0.0	2.3189179e-08	0.0	4.0972164e-08	0.0
0.3536116	0.0	0.35349512	0.0	-2.991503e-08	0.0	3.021302e-08	0.0	1.9172322e-08	0.0	-3.4875015e-08	0.0
-7.119354e-08	0.0	6.733541e-08	0.0	2.4580725e-08	0.0	1.8583519e-08	0.0	-2.470557e-08	0.0	-2.667531e-08	0.0
2.2351742e-08	0.0	2.2351742e-08	0.0	3.2737134e-08	0.0	-7.589899e-08	0.0	-7.156031e-08	0.0	2.4644102e-08	0.0
2.5543159e-09	0.0	-4.4956323e-09	0.0	4.0374715e-08	0.0	2.934677e-10	0.0	-7.3655766e-09	0.0	-3.7767464e-08	0.0
2.9802322e-08	0.0	2.9802322e-08	0.0	1.6227458e-08	0.0	-9.0614826e-08	0.0	-7.4508264e-08	0.0	2.6657043e-08	0.0
4.9526534e-09	0.0	-4.9020628e-09	0.0	3.5548744e-08	0.0	-2.1565755e-08	0.0	1.8893719e-08	0.0	-3.518758e-08	0.0
-2.9802322e-08	0.0	-2.9802322e-08	0.0	-2.0417534e-08	0.0	8.684453e-08	0.0	8.540611e-08	0.0	-2.5832913e-08	0.0
6.501182e-09	0.0	-7.4005584e-09	0.0	-3.1872627e-08	0.0	3.198923e-08	0.0	-3.009489e-08	0.0	2.9610483e-08	0.0
-1.4901161e-08	0.0	-1.8626451e-08	0.0	1.7903236e-08	0.0	-8.260346e-09	0.0	-2.7612636e-08	0.0	4.5897153e-09	0.0
-2.0452262e-09	0.0	2.0884272e-09	0.0	9.643166e-08	0.0	7.049102e-08	0.0	-7.165296e-08	0.0	-9.455287e-08	0.0
-2.0489097e-08	0.0	-2.0489097e-08	0.0	3.0204678e-08	0.0	-5.001952e-09	0.0	-2.9291133e-08	0.0	1.599884e-08	0.0
4.7793947e-10	0.0	-1.0459189e-10	0.0	1.07229106e-07	0.0	5.5244698e-08	0.0	-6.317061e-08	0.0	-1.0216788e-07	0.0
1.5742685e-08	0.0	1.5741794e-08	0.0	1.6999588e-08	-0.0	-4.8319027e-10	0.0	-1.2417454e-08	0.0	1.5667553e-08	-0.0
-5.339274e-09	0.0	1.7904255e-09	0.0	-1.0964057e-07	0.0	-6.152243e-08	0.0	5.469276e-08	0.0	1.1655628e-07	0.0
5.5879354e-09	0.0	5.5879354e-09	0.0	4.5396513e-09	0.0	3.569285e-08	0.0	1.8836863e-08	0.0	-1.3834031e-08	0.0
-2.6716862e-08	0.0	2.898787e-08	0.0	0.33752823	0.0	-0.10610012	0.0	0.10769887	0.0	-0.3380341	0.0
9.313226e-09	0.0	9.313226e-09	0.0	0.0052868	0.0	0.001661884	0.0	0.0016869215	0.0	0.0052947435	0.0
-2.9021976e-08	0.0	2.8850081e-08	0.0	0.33744538	0.0	-0.106074005	0.0	0.107672386	0.0	-0.33795118	0.0
-5.5879354e-09	0.0	-5.5879354e-09	0.0	0.0052868384	0.0	0.0016619384	0.0	0.0016869352	0.0	0.0052947705	0.0
2.7117494e-08	0.0	-2.6519047e-08	0.0	-0.3375283	0.0	0.10610007	0.0	-0.10769885	0.0	0.33803415	0.0
-1.8626451e-09	0.0	-1.8626451e-09	0.0	-0.015859235	0.0	-0.0049852743	0.0	-0.0050603854	0.0	-0.015883004	0.0
1.6592821e-08	0.0	-1.2412784e-08	0.0	-0.16859855	0.0	0.052997913	0.0	-0.05379651	0.0	0.16885124	0.0
1.8626451e-09	0.0	1.8626451e-09	0.0	0.018500056	0.0	0.0058153304	0.0	0.0059029507	0.0	0.01852779	0.0
-1.706394e-08	0.0	1.823355e-08	0.0	0.16830881	0.0	-0.052906852	0.0	0.05370411	0.0	-0.16856104	0.0
1.8626451e-09	0.0	1.8626451e-09	0.0	0.01850005	0.0	0.0058153537	0.0	0.0059029963	0.0	0.018527776	0.0
1.7120131e-08	0.0	-1.7087391e-08	-0.0	-0.16859846	0.0	0.05299797	-0.0	-0.053796556	0.0	0.1688512	-0.0
-2.6775524e-09	0.0	-2.6775524e-09	-0.0	-0.039636385	-0.0	-0.012459454	-0.0	-0.012647138	-0.0	-0.0396958	-0.0
6.846676e-09	0.0	-5.842594e-09	-0.0	-0.08384397	-0.0	0.026355848	-0.0	-0.026752984	-0.0	0.08396966	-0.0
3.1432137e-09	0.0	3.1432137e-09	-0.0	0.040949658	-0.0	0.01287226	-0.0	0.013066229	-0.0	0.04101103	-0.0
-7.8071025e-09	0.0	1.0804797e-08	-0.0	0.0832026	-0.0	-0.02615426	-0.0	0.026548367	-0.0	-0.08332728	-0.0
2.7939677e-09	0.0	2.7939677e-09	-0.0	0.040949646	-0.0	0.01287224	-0.0	0.013066226	-0.0	0.041011028	-0.0
