1.0769423e-05	0.0	(1.0769423e-05+0j)0.0	
0.0055332403	0.0	(0.0055332403+0j)0.0	
-1.0756899e-05	0.0	(-1.0756899e-05+0j)0.0	
-0.005533243	0.0	(-0.005533243+0j)0.0	
-1.0776679e-05	0.0	(-1.0776679e-05+0j)0.0	
0.0055332263	0.0	(0.0055332263+0j)0.0	
2.1541658e-05	0.0	(2.1541658e-05+0j)0.0	
0.0027666122	0.0	(0.0027666122+0j)0.0	
-2.1519507e-05	0.0	(-2.1519507e-05+0j)0.0	
-0.002766633	0.0	(-0.002766633+0j)0.0	
-2.1535148e-05	0.0	(-2.1535148e-05+0j)0.0	
0.0027666492	0.0	(0.0027666492+0j)0.0	
4.308155e-05	0.0	(4.308155e-05+0j)0.0	
0.0013833186	0.0	(0.0013833186+0j)0.0	
-4.3119086e-05	0.0	(-4.3119086e-05+0j)0.0	
-0.0013833463	0.0	(-0.0013833463+0j)0.0	
-4.3047068e-05	0.0	(-4.3047068e-05+0j)0.0	
0.0013833093	0.0	(0.0013833093+0j)0.0	
8.616671e-05	0.0	(8.616671e-05+0j)0.0	
0.00069174933	0.0	(0.00069174933+0j)0.0	
-8.615227e-05	0.0	(-8.615227e-05+0j)0.0	
-0.00069169607	0.0	(-0.00069169607+0j)0.0	
-8.619677e-05	0.0	(-8.619677e-05+0j)0.0	
0.0006916005	0.0	(0.0006916005+0j)0.0	
0.00017236703	0.0	(0.00017236703+0j)0.0	
0.0003458321	0.0	(0.0003458321+0j)0.0	
-0.00017233333	0.0	(-0.00017233333+0j)0.0	
-0.0003458468	0.0	(-0.0003458468+0j)0.0	
-0.0001723544	0.0	(-0.0001723544+0j)0.0	
0.00034581654	0.0	(0.00034581654+0j)0.0	
0.00034474413	0.0	(0.00034474413+0j)0.0	
0.00017294672	0.0	(0.00017294672+0j)0.0	
-0.00034472812	0.0	(-0.00034472812+0j)0.0	
-0.00017294959	0.0	(-0.00017294959+0j)0.0	
-0.00034472952	0.0	(-0.00034472952+0j)0.0	
0.00017293984	0.0	(0.00017293984+0j)0.0	
0.00068941084	0.0	(0.00068941084+0j)0.0	
8.650152e-05	0.0	(8.650152e-05+0j)0.0	
-0.00068946177	0.0	(-0.00068946177+0j)0.0	
-8.650628e-05	0.0	(-8.650628e-05+0j)0.0	
-0.00068931276	0.0	(-0.00068931276+0j)0.0	
8.6444794e-05	0.0	(8.6444794e-05+0j)0.0	
0.0013787829	0.0	(0.0013787829+0j)0.0	
4.3275428e-05	0.0	(4.3275428e-05+0j)0.0	
-0.0013787989	0.0	(-0.0013787989+0j)0.0	
-4.321165e-05	0.0	(-4.321165e-05+0j)0.0	
-0.0013788623	0.0	(-0.0013788623+0j)0.0	
4.319891e-05	0.0	(4.319891e-05+0j)0.0	
0.0027576282	0.0	(0.0027576282+0j)0.0	
2.167969e-05	0.0	(2.167969e-05+0j)0.0	
-0.0027576399	0.0	(-0.0027576399+0j)0.0	
-2.1584594e-05	0.0	(-2.1584594e-05+0j)0.0	
-0.0027576485	0.0	(-0.0027576485+0j)0.0	
2.1531087e-05	0.0	(2.1531087e-05+0j)0.0	
0.0055152904	0.0	(0.0055152904+0j)0.0	
1.0705637e-05	0.0	(1.0705637e-05+0j)0.0	
-0.0055153626	0.0	(-0.0055153626+0j)0.0	
-1.0771233e-05	0.0	(-1.0771233e-05+0j)0.0	
-0.005515208	0.0	(-0.005515208+0j)0.0	
1.0880455e-05	0.0	(1.0880455e-05+0j)0.0	
0.01103057	0.0	(0.01103057+0j)0.0	
5.4211087e-06	0.0	(5.4211087e-06+0j)0.0	
-0.011030566	0.0	(-0.011030566+0j)0.0	
-5.368983e-06	0.0	(-5.368983e-06+0j)0.0	
-0.011030596	0.0	(-0.011030596+0j)0.0	
5.3524527e-06	0.0	(5.3524527e-06+0j)0.0	
0.022061136	0.0	(0.022061136+0j)0.0	
2.6541427e-06	0.0	(2.6541427e-06+0j)0.0	
-0.022061137	0.0	(-0.022061137+0j)0.0	
-2.6685375e-06	0.0	(-2.6685375e-06+0j)0.0	
-0.022061137	0.0	(-0.022061137+0j)0.0	
2.7046292e-06	0.0	(2.7046292e-06+0j)0.0	
0.04412227	0.0	(0.04412227+0j)0.0	
1.3080207e-06	0.0	(1.3080207e-06+0j)0.0	
-0.044122275	0.0	(-0.044122275+0j)0.0	
-1.280252e-06	0.0	(-1.280252e-06+0j)0.0	
-0.04412228	0.0	(-0.04412228+0j)0.0	
1.3185418e-06	0.0	(1.3185418e-06+0j)0.0	
0.08824451	0.0	(0.08824451+0j)0.0	
5.520087e-07	0.0	(5.520087e-07+0j)0.0	
-0.08824451	0.0	(-0.08824451+0j)0.0	
-5.9626154e-07	0.0	(-5.9626154e-07+0j)0.0	
-0.08824451	0.0	(-0.08824451+0j)0.0	
6.865266e-07	0.0	(6.865266e-07+0j)0.0	
0.17648903	0.0	(0.17648903+0j)0.0	
2.742354e-07	0.0	(2.742354e-07+0j)0.0	
-0.17648898	0.0	(-0.17648898+0j)0.0	
-2.2276981e-07	0.0	(-2.2276981e-07+0j)0.0	
-0.17648898	0.0	(-0.17648898+0j)0.0	
2.7424267e-07	0.0	(2.7424267e-07+0j)0.0	
0.35297793	0.0	(0.35297793+0j)0.0	
4.4416083e-08	0.0	(4.4416083e-08+0j)0.0	
0.35297793	0.0	(0.35297793+0j)0.0	
6.5435017e-09	0.0	(6.5435017e-09+0j)0.0	
-0.35297793	0.0	(-0.35297793+0j)0.0	
7.498329e-08	0.0	(7.498329e-08+0j)0.0	
4.1551536e-09	0.0	(4.1551536e-09+0j)0.0	
1.0265326e-08	0.0	(1.0265326e-08+0j)0.0	
4.1551536e-09	0.0	(4.1551536e-09+0j)0.0	
4.7462034e-15	0.0	(4.7462034e-15+0j)0.0	
-4.1551536e-09	0.0	(-4.1551536e-09+0j)0.0	
1.0245644e-08	0.0	(1.0245644e-08+0j)0.0	
2.2511272e-16	0.0	(2.2511272e-16+0j)0.0	
-2.7755576e-17	0.0	(-2.7755576e-17+0j)0.0	
2.251018e-16	0.0	(2.251018e-16+0j)0.0	
0.0	0.0	0j0.0	
-2.251256e-16	0.0	(-2.251256e-16+0j)0.0	
0.0	0.0	0j0.0	
3.560193e-20	0.0	(3.560193e-20+0j)0.0	
2.6681538e-20	0.0	(2.6681538e-20+0j)0.0	
3.8909645e-20	0.0	(3.8909645e-20+0j)0.0	
2.4839303e-20	0.0	(2.4839303e-20+0j)0.0	
-4.101589e-20	0.0	(-4.101589e-20+0j)0.0	
-2.9614442e-20	0.0	(-2.9614442e-20+0j)0.0	
3.8051233e-21	0.0	(3.8051233e-21+0j)0.0	
2.5262668e-20	0.0	(2.5262668e-20+0j)0.0	
6.7603436e-22	0.0	(6.7603436e-22+0j)0.0	
3.0212087e-20	0.0	(3.0212087e-20+0j)0.0	
-8.569178e-21	0.0	(-8.569178e-21+0j)0.0	
-4.1929326e-20	0.0	(-4.1929326e-20+0j)0.0	
1.14427715e-20	0.0	(1.14427715e-20+0j)0.0	
1.4208271e-20	0.0	(1.4208271e-20+0j)0.0	
1.60304e-20	0.0	(1.60304e-20+0j)0.0	
2.1543302e-20	0.0	(2.1543302e-20+0j)0.0	
-9.104628e-21	0.0	(-9.104628e-21+0j)0.0	
-3.507043e-20	0.0	(-3.507043e-20+0j)0.0	
-9.262845e-21	0.0	(-9.262845e-21+0j)0.0	
-1.7852478e-21	0.0	(-1.7852478e-21+0j)0.0	
-1.8125529e-20	0.0	(-1.8125529e-20+0j)0.0	
5.2884754e-21	0.0	(5.2884754e-21+0j)0.0	
2.4579926e-21	0.0	(2.4579926e-21+0j)0.0	
-1.2785586e-20	0.0	(-1.2785586e-20+0j)0.0	
2.2709034e-20	0.0	(2.2709034e-20+0j)0.0	
2.6734138e-20	0.0	(2.6734138e-20+0j)0.0	
2.249402e-20	0.0	(2.249402e-20+0j)0.0	
2.5929629e-20	0.0	(2.5929629e-20+0j)0.0	
-2.8534972e-20	0.0	(-2.8534972e-20+0j)0.0	
-3.018921e-20	0.0	(-3.018921e-20+0j)0.0	
9.2632774e-21	0.0	(9.2632774e-21+0j)0.0	
-1.1675355e-20	0.0	(-1.1675355e-20+0j)0.0	
1.4766872e-20	0.0	(1.4766872e-20+0j)0.0	
-2.4846478e-21	0.0	(-2.4846478e-21+0j)0.0	
-7.217426e-21	0.0	(-7.217426e-21+0j)0.0	
-6.1032677e-21	0.0	(-6.1032677e-21+0j)0.0	
-1.0773753e-20	0.0	(-1.0773753e-20+0j)0.0	
1.8172076e-20	0.0	(1.8172076e-20+0j)0.0	
-2.66184e-21	0.0	(-2.66184e-21+0j)0.0	
1.568602e-20	0.0	(1.568602e-20+0j)0.0	
2.1238103e-20	0.0	(2.1238103e-20+0j)0.0	
-1.6097859e-20	0.0	(-1.6097859e-20+0j)0.0	
-2.758993e-20	0.0	(-2.758993e-20+0j)0.0	
-6.914415e-21	0.0	(-6.914415e-21+0j)0.0	
-4.5644295e-20	0.0	(-4.5644295e-20+0j)0.0	
-1.3481982e-21	0.0	(-1.3481982e-21+0j)0.0	
1.574557e-20	0.0	(1.574557e-20+0j)0.0	
