-3.1415926535897927	-2.061552	-2.0615518	-1.4999993	1.5000006	2.0615528	2.0615528
-3.0368728984701336	-2.1147199	-2.0069766	-1.4999994	1.5000001	2.0069773	2.1147206
-2.9321531433504737	-2.1664424	-1.9510307	-1.4999995	1.5000001	1.9510314	2.1664433
-2.827433388230814	-2.2166846	-1.8937542	-1.4999995	1.5000002	1.8937545	2.2166858
-2.7227136331111543	-2.265412	-1.8351848	-1.499999	1.4999999	1.8351855	2.2654126
-2.6179938779914944	-2.3125901	-1.7753658	-1.4999994	1.5	1.7753662	2.3125908
-2.5132741228718345	-2.3581862	-1.7143369	-1.4999995	1.4999999	1.7143376	2.3581874
-2.4085543677521746	-2.4021702	-1.6521416	-1.4999994	1.5	1.6521425	2.4021711
-2.3038346126325147	-2.444511	-1.5888238	-1.4999994	1.5	1.588825	2.4445117
-2.199114857512855	-2.4851794	-1.5244284	-1.4999994	1.5	1.5244288	2.48518
-2.0943951023931953	-2.5241466	-1.4999998	-1.4589996	1.459	1.5000002	2.5241475
-1.9896753472735356	-2.5613866	-1.4999995	-1.3925843	1.3925852	1.5000004	2.5613878
-1.8849555921538759	-2.5968742	-1.4999995	-1.3252311	1.3252321	1.4999999	2.5968754
-1.7802358370342162	-2.6305842	-1.4999994	-1.2569876	1.256989	1.5	2.6305857
-1.6755160819145563	-2.662494	-1.4999994	-1.1879051	1.1879061	1.5	2.6624951
-1.5707963267948963	-2.692581	-1.4999995	-1.1180332	1.118035	1.5000002	2.6925824
-1.4660765716752369	-2.7208242	-1.4999994	-1.0474274	1.0474279	1.5000001	2.7208264
-1.3613568165555772	-2.7472064	-1.4999995	-0.97613883	0.9761405	1.5000001	2.7472079
-1.2566370614359172	-2.7717068	-1.4999995	-0.9042287	0.9042305	1.5	2.7717087
-1.1519173063162573	-2.79431	-1.4999995	-0.8317578	0.8317592	1.5	2.7943118
-1.0471975511965976	-2.8150003	-1.4999995	-0.75879073	0.7587931	1.4999999	2.8150015
-0.9424777960769379	-2.8337622	-1.4999992	-0.6854038	0.68540525	1.4999999	2.8337643
-0.8377580409572781	-2.8505852	-1.4999995	-0.6116812	0.61168313	1.5000001	2.850587
-0.7330382858376184	-2.8654544	-1.4999995	-0.537729	0.5377312	1.5000001	2.8654573
-0.6283185307179586	-2.8783636	-1.4999993	-0.46369004	0.4636917	1.5000001	2.8783662
-0.5235987755982988	-2.8893018	-1.499999	-0.38977313	0.38977528	1.4999998	2.8893037
-0.41887902047863906	-2.8982613	-1.4999993	-0.31633925	0.3163414	1.5	2.8982632
-0.3141592653589793	-2.9052355	-1.4999994	-0.24411678	0.24411798	1.5	2.905238
-0.20943951023931953	-2.910221	-1.4999996	-0.17493033	0.17493224	1.5000001	2.910223
-0.10471975511965977	-2.9132128	-1.4999994	-0.11477566	0.1147778	1.5	2.9132159
0.0	-2.9142113	-1.4999993	-0.08578539	0.085787535	1.5	2.9142134
0.10471975511965977	-2.9132128	-1.4999994	-0.11477566	0.1147778	1.5	2.9132159
0.20943951023931953	-2.910221	-1.4999996	-0.17493033	0.17493224	1.5000001	2.910223
0.3141592653589793	-2.9052355	-1.4999994	-0.24411678	0.24411798	1.5	2.905238
0.41887902047863906	-2.8982613	-1.4999993	-0.31633925	0.3163414	1.5	2.8982632
0.5235987755982988	-2.8893018	-1.499999	-0.38977313	0.38977528	1.4999998	2.8893037
0.6283185307179586	-2.8783636	-1.4999993	-0.46369004	0.4636917	1.5000001	2.8783662
0.7330382858376184	-2.8654544	-1.4999995	-0.537729	0.5377312	1.5000001	2.8654573
0.8377580409572781	-2.8505852	-1.4999995	-0.6116812	0.61168313	1.5000001	2.850587
0.9424777960769379	-2.8337622	-1.4999992	-0.6854038	0.68540525	1.4999999	2.8337643
1.0471975511965976	-2.8150003	-1.4999995	-0.75879073	0.7587931	1.4999999	2.8150015
1.1519173063162573	-2.79431	-1.4999995	-0.8317578	0.8317592	1.5	2.7943118
1.2566370614359172	-2.7717068	-1.4999995	-0.9042287	0.9042305	1.5	2.7717087
1.3613568165555772	-2.7472064	-1.4999995	-0.97613883	0.9761405	1.5000001	2.7472079
1.4660765716752369	-2.7208242	-1.4999994	-1.0474274	1.0474279	1.5000001	2.7208264
1.5707963267948963	-2.692581	-1.4999995	-1.1180332	1.118035	1.5000002	2.6925824
1.6755160819145563	-2.662494	-1.4999994	-1.1879051	1.1879061	1.5	2.6624951
1.7802358370342162	-2.6305842	-1.4999994	-1.2569876	1.256989	1.5	2.6305857
1.8849555921538759	-2.5968742	-1.4999995	-1.3252311	1.3252321	1.4999999	2.5968754
1.9896753472735356	-2.5613866	-1.4999995	-1.3925843	1.3925852	1.5000004	2.5613878
2.0943951023931953	-2.5241466	-1.4999998	-1.4589996	1.459	1.5000002	2.5241475
2.199114857512855	-2.4851794	-1.5244284	-1.4999994	1.5	1.5244288	2.48518
2.3038346126325147	-2.444511	-1.5888238	-1.4999994	1.5	1.588825	2.4445117
2.4085543677521746	-2.4021702	-1.6521416	-1.4999994	1.5	1.6521425	2.4021711
2.5132741228718345	-2.3581862	-1.7143369	-1.4999995	1.4999999	1.7143376	2.3581874
2.6179938779914944	-2.3125901	-1.7753658	-1.4999994	1.5	1.7753662	2.3125908
2.7227136331111543	-2.265412	-1.8351848	-1.499999	1.4999999	1.8351855	2.2654126
2.827433388230814	-2.2166846	-1.8937542	-1.4999995	1.5000002	1.8937545	2.2166858
2.9321531433504737	-2.1664424	-1.9510307	-1.4999995	1.5000001	1.9510314	2.1664433
