-0.12243835	0.0	-0.0403174	0.0	-0.096098594	0.0	0.08786552	0.0	0.11628681	0.0	-0.32218885	0.0	-0.2961517	0.0	0.09304116	0.0	0.00285854	0.0	0.060452808	0.0
-0.0019182478	0.0	0.00063171226	0.0	-0.0015057765	0.0	-0.0013767263	0.0	0.0018218479	0.0	0.00504775	0.0	-0.004639848	0.0	-0.0014577969	0.0	4.4778724e-05	0.0	-0.00094704074	0.0
-0.12246841	0.0	-0.0403273	0.0	-0.096122235	0.0	0.08788711	0.0	0.116315395	0.0	-0.32226804	0.0	-0.29622442	0.0	0.09306404	0.0	0.0028592441	0.0	0.060467646	0.0
2.6077032e-08	0.0	6.3795596e-08	0.0	-1.9697472e-07	0.0	-1.1571683e-07	0.0	-3.8184226e-08	0.0	-4.749745e-08	0.0	2.6077032e-08	0.0	-1.2735836e-07	0.0	1.2150849e-08	0.0	8.335337e-08	0.0
0.12246839	0.0	0.040327284	0.0	0.09612215	0.0	-0.08788706	0.0	-0.11631538	0.0	0.32226795	0.0	0.29622436	0.0	-0.093063965	0.0	-0.0028592409	0.0	-0.060467646	0.0
-0.0019182945	0.0	0.0006316379	0.0	-0.0015054625	0.0	-0.001376519	0.0	0.0018219342	0.0	0.0050478578	0.0	-0.0046399124	0.0	-0.0014576251	0.0	4.479455e-05	0.0	-0.0009471858	0.0
7.450581e-09	0.0	1.6763806e-08	0.0	4.656613e-08	0.0	-3.5390258e-08	0.0	-3.7252903e-09	0.0	1.4901161e-08	0.0	2.2351742e-08	0.0	-2.7939677e-08	0.0	-4.773028e-09	0.0	9.313226e-09	0.0
9.313226e-09	0.0	7.916242e-08	0.0	-2.9802322e-07	0.0	-1.9930303e-07	0.0	-5.9604645e-08	0.0	-3.7252903e-09	0.0	-3.3527613e-08	0.0	-1.73226e-07	0.0	-8.032657e-09	0.0	9.313226e-08	0.0
9.313226e-09	0.0	1.4901161e-08	0.0	4.4703484e-08	0.0	-2.6077032e-08	0.0	-7.450581e-09	0.0	1.4901161e-08	0.0	2.9802322e-08	0.0	-2.2351742e-08	0.0	-4.132744e-09	0.0	6.519258e-09	0.0
5.5879354e-09	0.0	9.2200935e-08	0.0	-2.6263297e-07	0.0	-1.6205013e-07	0.0	-3.9115548e-08	0.0	-1.4901161e-08	0.0	-2.9802322e-08	0.0	-1.9930303e-07	0.0	1.22818165e-08	0.0	1.0151416e-07	0.0
-7.450581e-09	0.0	-2.142042e-08	0.0	-4.284084e-08	0.0	3.5390258e-08	0.0	5.5879354e-09	0.0	-2.2351742e-08	0.0	-1.4901161e-08	0.0	2.6077032e-08	0.0	4.8894435e-09	0.0	-1.21071935e-08	0.0
-7.450581e-09	0.0	-9.9651515e-08	0.0	3.5390258e-07	0.0	2.3655593e-07	0.0	3.3527613e-08	0.0	7.450581e-09	0.0	1.4901161e-08	0.0	2.0116568e-07	0.0	-4.656613e-10	0.0	-1.13621354e-07	0.0
1.8626451e-09	0.0	-1.8626451e-09	0.0	-1.8626451e-08	0.0	1.3969839e-08	0.0	-3.7252903e-09	0.0	-3.7252903e-09	0.0	-1.1175871e-08	0.0	1.6763806e-08	0.0	-1.1350494e-09	0.0	0.0	0.0
-2.9802322e-08	0.0	4.656613e-08	0.0	-1.3411045e-07	0.0	-9.313226e-08	0.0	1.1175871e-08	0.0	1.0430813e-07	0.0	-1.3411045e-07	0.0	-1.0058284e-07	0.0	7.1013346e-09	0.0	-1.8626451e-09	0.0
-9.313226e-10	0.0	-2.3283064e-10	0.0	-6.519258e-09	0.0	7.450581e-09	0.0	9.313226e-10	0.0	-1.3038516e-08	0.0	-1.6763806e-08	0.0	1.2572855e-08	0.0	-1.8480932e-09	0.0	4.656613e-09	0.0
7.450581e-09	0.0	1.17346644e-07	0.0	-3.2782555e-07	0.0	-2.0861626e-07	0.0	-2.9802322e-08	0.0	4.4703484e-08	0.0	-8.940697e-08	0.0	-2.30968e-07	0.0	1.3038516e-08	0.0	7.4505806e-08	0.0
-6.148963e-09	0.0	8.1915115e-09	0.0	2.9061459e-08	0.0	-2.1554666e-08	-0.0	1.5038527e-08	-0.0	-5.2508136e-09	0.0	4.8159645e-09	0.0	-2.9971908e-08	-0.0	2.7016915e-09	-0.0	8.2019875e-09	0.0
2.330736e-08	0.0	-1.4060379e-07	0.0	3.7912682e-07	0.0	2.4445112e-07	0.0	-5.332774e-10	0.0	-8.172503e-08	0.0	1.3954204e-07	0.0	2.597076e-07	0.0	-3.442236e-08	0.0	-6.290474e-08	0.0
2.3283064e-10	0.0	6.7520887e-09	0.0	1.6530976e-08	0.0	-6.9849193e-09	0.0	7.21775e-09	0.0	4.656613e-09	0.0	1.1175871e-08	0.0	-1.7462298e-08	0.0	1.1859811e-09	0.0	4.656613e-10	0.0
0.06254237	0.0	0.10501073	0.0	-0.3335629	0.0	-0.20721442	0.0	-0.08750529	0.0	-0.10815498	0.0	0.04820651	0.0	-0.21232466	0.0	0.019167619	0.0	0.1215723	0.0
0.0009796366	0.0	-0.0016448356	0.0	-0.005224782	0.0	0.0032457006	0.0	-0.0013706486	0.0	0.001694106	0.0	0.0007550968	0.0	0.0033257494	0.0	0.00030023634	0.0	-0.0019042483	0.0
0.06252707	0.0	0.10498504	0.0	-0.33348128	0.0	-0.20716372	0.0	-0.08748388	0.0	-0.10812846	0.0	0.048194706	0.0	-0.21227269	0.0	0.01916293	0.0	0.1215425	0.0
0.0009796225	0.0	-0.0016448189	0.0	-0.0052247453	0.0	0.0032456722	0.0	-0.0013706285	0.0	0.0016940669	0.0	0.0007550644	0.0	0.0033257315	0.0	0.00030023183	0.0	-0.001904224	0.0
-0.062542416	0.0	-0.105010845	0.0	0.33356315	0.0	0.20721461	0.0	0.08750536	0.0	0.108155	0.0	-0.04820652	0.0	0.21232481	0.0	-0.019167647	0.0	-0.12157237	0.0
