0.00026346967	-0.0	-0.49999934	-0.0	2.3149804e-08	-0.0	-2.3153188e-08	-0.0
2.556871e-08	0.0	-2.1866111e-07	0.0	6.99891e-08	0.0	-5.224866e-08	0.0
0.0002634737	0.0	-0.5000002	0.0	4.0680263e-08	0.0	-2.218972e-08	0.0
4.0773614e-08	0.0	5.911005e-11	0.0	6.339724e-08	0.0	-5.96225e-08	0.0
-0.0002634591	0.0	0.49999997	0.0	-1.4666902e-08	0.0	4.517358e-08	0.0
1.0996404e-08	0.0	-2.1874989e-07	0.0	-1.0275752e-07	0.0	3.3087353e-08	0.0
-8.007919e-08	0.0	4.4703484e-08	0.0	1.0809726e-09	0.0	9.08776e-09	0.0
1.1030242e-08	0.0	-5.4313887e-11	0.0	-1.4998149e-07	0.0	4.8059853e-08	0.0
-8.159259e-08	0.0	4.4703484e-08	0.0	-1.8052685e-08	0.0	-2.3054852e-08	0.0
1.5609446e-08	0.0	-3.123546e-11	0.0	-9.153863e-08	0.0	4.3075257e-08	0.0
2.2730092e-08	0.0	-4.4703484e-08	0.0	1.955704e-08	0.0	1.8730612e-08	0.0
3.770223e-08	0.0	5.6651572e-11	0.0	4.8622258e-08	0.0	-6.585794e-08	0.0
4.6882633e-08	0.0	-2.2351742e-08	0.0	2.3881803e-08	0.0	1.6908706e-08	0.0
7.912776e-09	0.0	2.486189e-11	0.0	5.781177e-08	0.0	-6.426175e-09	0.0
6.863047e-08	0.0	-2.6077032e-08	0.0	2.0928315e-08	0.0	8.830921e-09	0.0
4.5275623e-09	0.0	6.0893512e-12	0.0	3.5386268e-08	0.0	1.7896621e-08	0.0
-6.700631e-08	0.0	2.2450095e-08	0.0	-1.1664585e-08	-0.0	-2.3851738e-09	-0.0
1.800855e-08	0.0	1.928986e-11	0.0	-2.7046532e-09	0.0	-2.9641729e-08	0.0
-1.9681465e-08	0.0	9.313226e-09	0.0	1.6276312e-08	0.0	-5.9326517e-09	0.0
-7.8968037e-07	0.0	-6.010552e-10	0.0	0.35429934	0.0	0.35428968	0.0
-4.6827154e-08	0.0	1.1175871e-08	0.0	0.0055493955	0.0	-0.0055495324	0.0
-7.41858e-07	0.0	-5.795133e-10	0.0	0.35421234	0.0	0.35420272	0.0
-4.1116436e-08	0.0	-6.519258e-09	0.0	0.0055493684	0.0	-0.0055494946	0.0
8.025084e-07	0.0	6.136416e-10	0.0	-0.35429928	0.0	-0.35428962	0.0
8.278357e-08	0.0	-2.3283064e-09	0.0	-0.016646726	0.0	0.01664722	0.0
4.1547582e-07	0.0	3.1585223e-10	0.0	-0.17697583	0.0	-0.17697097	0.0
-1.7216553e-07	0.0	2.3283064e-09	0.0	0.019418724	0.0	-0.019419225	0.0
-3.9927295e-07	0.0	-2.9162628e-10	0.0	0.17667162	0.0	0.17666687	0.0
